image,title,rating,price,result_type,product_url
https://m.media-amazon.com/images/I/61XOR7fpbVL._AC_UY218_.jpg,"Lenovo Smartchoice Ideapad 5 2-in-1 13th Gen Intel Core i5-13420H (16GB RAM/512GB SSD/Windows 11/Office Home 2024/WUXGA IPS/14 (35.5cm)/Touchscreen 2-in-1/3Mon.Game Pass/Grey/1.6kg), 83KX0059IN Laptop",4.0,"₹74,490",Organic,
https://m.media-amazon.com/images/I/51LHNjAjH9L._AC_UY218_.jpg,"𝗗𝗲𝗹𝗹Laptop Model 5420 | 𝗜𝗡𝗧𝗘𝗟i5 11th Gen |8GB DDR4 RAM |256GB SSD |14"" Full HD Display |Win 10 | A+ Condition Laptop (Refab) 𝐍𝐨𝐂𝐨𝐬𝐭𝐄𝐌𝐈",,"₹30,499",Organic,
https://m.media-amazon.com/images/I/51w9ar5n+UL._AC_UY218_.jpg,"MSI Thin 15, Intel 13th Gen. i5-13420H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050, GDDR6 6GB/Cosmos Gray/1.8Kg) B13UDX-129IN",4.2,"₹66,990",Organic,
https://m.media-amazon.com/images/I/71D9HSayVSL._AC_UY218_.jpg,"Lenovo IdeaPad Slim 3, 13th Gen Intel Core i5 13420H, 24GB RAM, 1TB SSD, WUXGA IPS, 15.3""/38.8cm, Windows 11, Office Home 2024, Grey, 1.6Kg, Backlit Keyboard, 1Yr ADP Free, 83K100PLIN, Laptop",4.1,"₹77,740",Organic,
https://m.media-amazon.com/images/I/51xuTIRBMCL._AC_UY218_.jpg,"acer TravelLite Thin Laptop AMD Ryzen 5 7430U (6-Core) |8GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display |Privacy Shutter| Windows 11| MS Office | Metal Body | 1.34Kg | Black | 1 Year Warranty",4.2,"₹42,999",Organic,
https://m.media-amazon.com/images/I/71LuS4x7L8L._AC_UY218_.jpg,"HP Smartchoice Victus, 13th Gen i7-13620H, 6GB RTX 4050, 16GB DDR4(Upgradeable) 512GB SSD, 144Hz, 300nits, FHD, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver, 2.3kg, fa2100/03/04tx, Gaming Laptop",4.2,"₹1,03,990",Organic,
https://m.media-amazon.com/images/I/71ISEW+yZeL._AC_UY218_.jpg,"HP Victus, Intel Core i5-14450HX 14th Gen, 6GB RTX 4050, 24GB DDR5(Upgradeable) 512GB SSD, FHD, 144Hz, 300 nits, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver, 2.29kg, fa2382tx, RGB Gaming Laptop",4.5,"₹1,12,990",Organic,
https://m.media-amazon.com/images/I/61O2P+m2gIL._AC_UY218_.jpg,"ASUS Vivobook 14, (i5 14th Gen) Intel Core 5 120U, Thin & Light Laptop(16GB RAM/512GB SSD/FHD/14/60Hz/Fingerprint Reader/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.4 Kg) X1404VAP-EB1542WS",4.0,"₹61,990",Organic,
https://m.media-amazon.com/images/I/613PAggC8dL._AC_UY218_.jpg,"acer Smartchoice Aspire Lite, AMD Ryzen 5-5625U, Office 2024 + M365 Basic, 16GB, 512GB, FHD 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-41, Premium Thin and Light Laptop",4.2,"₹49,990",Organic,
https://m.media-amazon.com/images/I/71S2YjUCOGL._AC_UY218_.jpg,"HP 15s, AMD Ryzen 3 5300U Laptop(8GB DDR4, 512GB SSD), 15.6""/39.6cm,FHD, Windows 11, MS Office 2019, Silver, 1.69kg, AMD Radeon Graphics, Dual Speakers, eq2143AU/eq2212au",4.1,"₹45,999",Organic,
https://m.media-amazon.com/images/I/61LdTqFHgpL._AC_UY218_.jpg,"HP 15, 13th Gen Intel Core i5-13420H, (16GB DDR4, 512GB SSD), FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.65kg, FR0045TU, Camera w/Shutter, Backlit Laptop",4.0,"₹66,490",Organic,
https://m.media-amazon.com/images/I/71DDL0p7n0L._AC_UY218_.jpg,"MSI Katana A15 AI, Ryzen 7 8845HS, Built-in AI, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4050, GDDR6 6GB/Black/2.25Kg), B8VE-418IN",3.9,"₹1,01,900",Organic,
https://m.media-amazon.com/images/I/71GUbAzXvLL._AC_UY218_.jpg,"HP 15, Intel Core Ultra 5 125H (24GB DDR5, 1TB SSD), Micro-Edge, Anti-Glare, FHD, 15''/39.6cm, Win11, M365* Office24, Silver, 1.65kg, FD1458TU, FHD Camera, Backlit Laptop",3.9,"₹84,990",Organic,
https://m.media-amazon.com/images/I/51q3f4NuyIL._AC_UY218_.jpg,"acer Predator Helios 16 AI, Intel Core Ultra 9 Processor,RTX 5090-24 GB GDDR7,32 GB/1 TB, WQXGA OLED, 16.0""/40.64 cm, 240Hz, Win 11 Home, Abyssal Black, 2.65 kg, PH16-73, RGB KB, Gaming Laptop",3.2,"₹4,48,999",Organic,
https://m.media-amazon.com/images/I/71oTMGyCbhL._AC_UY218_.jpg,"MSI Raider 18, Intel Series 2 Core Ultra 9 285HX, 46cm UHD+ 120Hz Gaming Laptop (64GB/4TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 5090, GDDR7 24GB/Core Black/3.6Kg) A2XWJG-253IN",3.0,"₹4,99,990",Organic,
https://m.media-amazon.com/images/I/61TpeOfqRjL._AC_UY218_.jpg,"Dell Inspiron 5440 Notebook Computer, Intel Core 3 100U 14th Gen Processor, 8GB DDR5 RAM, 512GB SSD, 14"" FHD+ Screen, Ubuntu, 1Yr Warranty, Ice Blue",4.0,"₹43,274",Organic,
https://m.media-amazon.com/images/I/61+jOMbYhYL._AC_UY218_.jpg,"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 1TB SSD Storage; Space Black",5.0,"₹2,34,900",Organic,
https://m.media-amazon.com/images/I/51+EWrpsGAL._AC_UY218_.jpg,"Samsung Galaxy Book2 NP550 Laptop, 39.6cm (15.6"") FHD Display, 12th Gen Intel Core i5 / 16GB DDR4 RAM / 512GB SSD/Win-11 Pro/ms-Office / 1.8kg / Graphite, (NP550XED-KA4IN)",5.0,"₹59,990",Organic,
https://m.media-amazon.com/images/I/71n9XzlKhWL._AC_UY218_.jpg,"Lenovo Smartchoice Yoga Slim 7 Aura Edition, Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD, WUXGA OLED, Copilot+ AI PC, 47 Tops, 15""/38.8cm, Windows 11, Office 2024, Grey, 1.53Kg, 83HM004NIN, AI Laptop",4.3,"₹1,50,661",Organic,
https://m.media-amazon.com/images/I/61+jOMbYhYL._AC_UY218_.jpg,"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 18‑core CPU and 20‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Space Black",,"₹2,93,990",Organic,
https://m.media-amazon.com/images/I/71K-77wHn2L._AC_UY218_.jpg,"Lenovo IdeaPad Slim 3 13th Gen Core i7-13620H 15.3"" (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Win 11/Office 2024/Backlit/1Yr ADP Free/Top Metal Cover & IR Camera/Grey/1.6Kg),83K1011BIN",4.2,"₹99,990",Organic,
https://m.media-amazon.com/images/I/61UzKi7ALhL._AC_UY218_.jpg,"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver",,"₹2,89,900",Organic,
https://m.media-amazon.com/images/I/71G3hXXBEWL._AC_UY218_.jpg,"ASUS Vivobook S14,Smartchoice,AMD Ryzen AI 7 350,16GB RAM,1TB SSD,OLED,14"",Windows 11, Office24,M365 Basic (1Yr)*, Matte Gray,1.4Kg, M3407KA-SF049WS,50 Tops,Metallic Design,Next-Gen AI Laptop,Copilot+",3.9,"₹81,990",Organic,
https://m.media-amazon.com/images/I/71Re1GWdMCL._AC_UY218_.jpg,"Alienware 16 Area-51 Gaming Laptop, AI Enabled Core Ultra 9 275HX Proc, 32GB DDR5, 1TB SSD, RTX 5070Ti 12GB GDDR7 Graphics, 16.0"" WQXGA 240Hz 500 nits Display, Liquid Teal Color, Win 11 + MSO'24,3.4kg",,"₹3,49,990",Organic,
https://m.media-amazon.com/images/I/71or-rIdySL._AC_UY218_.jpg,"Dell 15 Laptop DC15250-15.6-inch FHD 120Hz Display, 13th Gen Intel Core i7-1355U, 16GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 11 Home, Onsite Service - Platinum Silver",4.4,"₹89,290",Organic,
https://m.media-amazon.com/images/I/51EuJs4AGpL._AC_UY218_.jpg,"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11/MS Office,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty",3.9,"₹41,999",Organic,
https://m.media-amazon.com/images/I/610KG8NaMOL._AC_UY218_.jpg,"ASUS Chromebook CM14, Octa-Core MediaTek Kompanio 520, 14"" (32.46 Cms) FHD, Thin and Light Chromebook (8GB RAM/128GB eMMC Storage/Chrome OS/Gray/1.45 Kg), CM1402CM2A-NK0129",3.6,"₹26,990",Organic,
https://m.media-amazon.com/images/I/71SC8V59NjL._AC_UY218_.jpg,"acer Aspire 14, 13th Gen, Intel Core i7-13620H Processors, 16 GB RAM, 512 GB SSD, Full HD IPS, 14""/35.56 cm, Windows 11 Home, MSO, Pure Silver, 1.44 kg, AS14H-53, Backlit KB, Thin and Light Laptop",3.7,"₹68,990",Organic,
https://m.media-amazon.com/images/I/71Du1Y52b9L._AC_UY218_.jpg,"ASUS Gaming V16, Intel Core 7 240H Gaming Laptop(RTX 5060-8GB/16GB RAM/512GB SSD/FHD+/16""/144Hz/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Matte Black/1.95 Kg) V3607VM-RP057WS",3.5,"₹1,09,990",Organic,
https://m.media-amazon.com/images/I/81f0N+NOjSL._AC_UY218_.jpg,"acer Aspire Lite Intel Core 5-210H Processor, Office 2024 + M365 Basic, 16GB RAM/512GB SSD, 15.6""/39.62 cm, FHD IPS Display,Win 11 Home, Backlit KB, Steel Grey, 1.7Kg, AL15-52H, Thin and Light Laptop",,"₹59,990",Organic,
https://m.media-amazon.com/images/I/51WgXPBL4nL._AC_UY218_.jpg,"acer Nitro V 15, Intel core i7-13th Gen 13620H,NVIDIA GeForce RTX - 5050 8GB, 16 GB,512 GB,Full HD IPS,15.6""/39.62 cm,165 Hz, Win 11 Home, Obsidian Black, 2.113 kg, ANV15-52, Amber KB,Gaming Laptop",3.1,"₹93,990",Organic,
https://m.media-amazon.com/images/I/71RpTH4KJmL._AC_UY218_.jpg,"HP Omen, Intel Core Ultra 9 285H, 8GB RTX 5070, 32GB DDR5, 1TB SSD, 165Hz, 2k WUXGA, 3ms, 400 nits, 16''/40.6cm, Win11, M365* Office24, Black, 2.42kg, an0012TX, Unleashed Mode, RGB, AI Gaming Laptop",4.3,"₹1,87,990",Organic,
https://m.media-amazon.com/images/I/61+E7zon44L._AC_UY218_.jpg,"acer Travelmate Business Laptop Intel Core i3 1115G4 Processor (16GB DDR4/ 512GB SSD/Intel Iris Xe Graphics/Windows 11 Home/MS Office Home and Student) TMP214-53 with 35.56 cm (14.0"") Full HD Display",4.5,"₹46,999",Organic,
https://m.media-amazon.com/images/I/516VbaB5tZL._AC_UY218_.jpg,"HP Professional 240R G10 Ultra-Light Business Laptop with Intel Core 3-100U, 16GB DDR4 RAM, 512GB SSD, 14″ FHD IPS Display, Copilot Key, Windows 11 Pro & MS Office 2024",3.0,"₹54,800",Organic,
https://m.media-amazon.com/images/I/71d8M36b60L._AC_UY218_.jpg,"HP 15, 13th Gen Intel Core i3-1315U (8GB DDR4, 512GB SSD), FHD, Micro -Edge, Anti-Glare, 15.6''/39.6cm, Win11, M365* Office24, Silver, 1.59kg, fd0624tu, FHD Camera, UHD Graphics Laptop",,"₹48,990",Organic,
